mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,time_since_treatment,bridge_year
-0.027,0.124,-0.268,0.218,0.003,0.002,2427.0,1894.0,1.0,75,1996
-0.034,0.126,-0.28,0.212,0.003,0.002,2344.0,2039.0,1.0,80,2011
-0.026,0.128,-0.28,0.216,0.003,0.002,2327.0,1929.0,1.0,85,1995
-0.031,0.123,-0.265,0.214,0.002,0.002,6398.0,4217.0,1.0,53,1967
-0.029,0.122,-0.265,0.211,0.002,0.002,3156.0,953.0,1.0,58,2016
-0.029,0.122,-0.264,0.215,0.002,0.002,6175.0,4766.0,1.0,63,1982
-0.031,0.124,-0.273,0.217,0.002,0.002,2879.0,4454.0,1.0,68,1957
-0.034,0.123,-0.288,0.192,0.003,0.002,1889.0,2250.0,1.0,-48,1999
-0.03,0.127,-0.286,0.212,0.002,0.002,4097.0,3763.0,1.0,-43,2015
-0.031,0.124,-0.27,0.209,0.002,0.002,3850.0,3202.0,1.0,-26,0
-0.028,0.124,-0.293,0.195,0.003,0.002,2047.0,1353.0,1.0,-41,2004
-0.032,0.126,-0.266,0.231,0.002,0.002,4063.0,3667.0,1.0,-36,1988
-0.03,0.121,-0.273,0.2,0.002,0.002,5496.0,4968.0,1.0,-31,1989
-0.034,0.125,-0.271,0.22,0.003,0.003,2288.0,1093.0,1.0,46,1951
-0.03,0.123,-0.266,0.218,0.002,0.002,4355.0,3894.0,1.0,51,1968
-0.029,0.124,-0.258,0.221,0.002,0.002,2759.0,3865.0,1.0,-46,1983
-0.029,0.126,-0.286,0.215,0.002,0.002,3637.0,2828.0,1.0,-29,1991
-0.028,0.123,-0.261,0.218,0.002,0.002,4255.0,3167.0,1.0,-24,1987
-0.03,0.126,-0.284,0.204,0.002,0.002,2552.0,3156.0,1.0,-19,1992
-0.034,0.126,-0.276,0.222,0.002,0.002,3753.0,2526.0,1.0,-14,2008
-0.031,0.126,-0.278,0.21,0.002,0.002,2783.0,2785.0,1.0,-9,1979
-0.037,0.123,-0.272,0.205,0.002,0.002,3935.0,2953.0,1.0,-4,2000
-0.031,0.128,-0.284,0.219,0.004,0.004,1073.0,420.0,1.0,1,1961
-0.028,0.125,-0.271,0.224,0.002,0.002,3139.0,3948.0,1.0,6,1975
-0.028,0.124,-0.261,0.226,0.002,0.002,4235.0,3688.0,1.0,11,1997
-0.034,0.124,-0.286,0.21,0.002,0.002,2738.0,1507.0,1.0,16,1889
-0.028,0.129,-0.284,0.224,0.003,0.003,1431.0,530.0,1.0,21,1973
-0.031,0.125,-0.274,0.208,0.003,0.002,1727.0,1359.0,1.0,-45,1972
-0.03,0.125,-0.269,0.217,0.003,0.002,2020.0,2627.0,1.0,-40,1976
-0.032,0.125,-0.27,0.214,0.002,0.002,3035.0,2906.0,1.0,-35,1970
-0.031,0.119,-0.28,0.19,0.002,0.002,4870.0,3069.0,1.0,-30,1935
-0.034,0.122,-0.279,0.203,0.002,0.002,3397.0,4092.0,1.0,-25,1950
-0.032,0.124,-0.267,0.214,0.002,0.002,4172.0,4057.0,1.0,-20,1952
-0.03,0.122,-0.28,0.198,0.002,0.002,4918.0,4970.0,1.0,-15,1965
-0.034,0.126,-0.285,0.21,0.002,0.002,2948.0,2560.0,1.0,-13,2018
-0.033,0.124,-0.277,0.207,0.003,0.003,1727.0,433.0,1.0,-12,1971
-0.069,0.126,-0.318,0.172,0.003,0.002,2415.0,1621.0,1.0,-11,1996
-0.024,0.125,-0.258,0.238,0.003,0.002,1711.0,643.0,1.0,-10,2011
-0.028,0.127,-0.254,0.242,0.003,0.002,2067.0,1065.0,1.0,-8,1995
-0.03,0.127,-0.268,0.226,0.003,0.002,2213.0,2134.0,1.0,-7,1967
-0.064,0.123,-0.303,0.177,0.002,0.002,3382.0,1280.0,1.0,-6,2016
-0.027,0.125,-0.274,0.213,0.003,0.002,2412.0,1343.0,1.0,-5,1982
-0.032,0.129,-0.291,0.219,0.003,0.003,1987.0,1002.0,1.0,-3,1957
-0.029,0.127,-0.27,0.222,0.002,0.002,2747.0,502.0,1.0,-2,1999
-0.056,0.126,-0.287,0.201,0.003,0.002,1658.0,1715.0,1.0,-1,2015
-0.029,0.126,-0.278,0.216,0.002,0.002,5070.0,4052.0,1.0,0,0
-0.029,0.124,-0.272,0.21,0.003,0.002,2269.0,2151.0,1.0,2,2004
-0.031,0.121,-0.265,0.216,0.002,0.002,4123.0,3670.0,1.0,3,1988
-0.027,0.125,-0.265,0.217,0.003,0.002,1826.0,2136.0,1.0,4,1989
-0.031,0.122,-0.268,0.206,0.001,0.002,7368.0,4632.0,1.0,5,1951
-0.03,0.126,-0.29,0.208,0.002,0.002,2571.0,2534.0,1.0,-34,1968
-0.031,0.124,-0.274,0.21,0.002,0.002,3919.0,3940.0,1.0,7,1983
-0.027,0.124,-0.269,0.23,0.002,0.002,2926.0,1054.0,1.0,8,1991
-0.014,0.123,-0.253,0.24,0.003,0.002,2178.0,818.0,1.0,9,1987
-0.026,0.124,-0.286,0.201,0.002,0.002,3370.0,1606.0,1.0,10,1992
-0.03,0.121,-0.268,0.218,0.002,0.002,5990.0,4056.0,1.0,12,2008
-0.029,0.124,-0.261,0.228,0.003,0.002,2081.0,1054.0,1.0,13,1979
-0.016,0.12,-0.259,0.213,0.002,0.002,4679.0,2536.0,1.0,14,2000
-0.032,0.125,-0.278,0.21,0.002,0.002,3787.0,3836.0,1.0,15,1961
-0.034,0.121,-0.269,0.206,0.002,0.002,6095.0,4972.0,1.0,-18,1975
-0.029,0.128,-0.282,0.23,0.003,0.003,1548.0,534.0,1.0,17,1997
-0.035,0.125,-0.277,0.214,0.003,0.002,2203.0,3377.0,1.0,22,1889
-0.031,0.126,-0.265,0.225,0.003,0.002,2020.0,2429.0,1.0,27,1973
-0.033,0.122,-0.266,0.212,0.002,0.002,5200.0,3478.0,1.0,32,1972
-0.03,0.122,-0.279,0.195,0.002,0.002,3303.0,3975.0,1.0,26,1976
-0.031,0.121,-0.278,0.196,0.002,0.002,4521.0,4375.0,1.0,31,1970
-0.016,0.125,-0.259,0.241,0.004,0.004,1349.0,552.0,1.0,19,1935
-0.011,0.121,-0.243,0.224,0.002,0.002,3814.0,1312.0,1.0,24,1950
-0.004,0.124,-0.254,0.24,0.002,0.002,3038.0,2739.0,1.0,29,1952
-0.033,0.126,-0.286,0.206,0.002,0.002,2927.0,3295.0,1.0,34,1965
-0.027,0.128,-0.262,0.237,0.003,0.002,1822.0,1075.0,1.0,39,2018
-0.028,0.125,-0.283,0.201,0.002,0.002,3073.0,3165.0,1.0,44,1971
-0.028,0.125,-0.267,0.209,0.003,0.002,2486.0,1971.0,1.0,49,1996
-0.03,0.121,-0.278,0.197,0.002,0.002,4283.0,2460.0,1.0,54,2011
-0.033,0.127,-0.271,0.21,0.003,0.002,1986.0,1373.0,1.0,59,1995
-0.036,0.131,-0.278,0.231,0.003,0.003,2210.0,1280.0,1.0,64,1967
-0.034,0.126,-0.284,0.209,0.002,0.003,3259.0,2291.0,1.0,69,2016
-0.03,0.127,-0.272,0.229,0.003,0.003,2128.0,1593.0,1.0,37,1982
-0.031,0.126,-0.269,0.221,0.002,0.002,3411.0,4384.0,1.0,42,1957
-0.029,0.124,-0.273,0.209,0.002,0.002,3998.0,3277.0,1.0,47,1999
-0.029,0.123,-0.269,0.206,0.002,0.002,3693.0,4335.0,1.0,52,2015
-0.073,0.124,-0.324,0.152,0.002,0.002,3040.0,3676.0,1.0,-21,0
-0.062,0.125,-0.298,0.182,0.003,0.002,1295.0,674.0,1.0,-16,2004
-0.032,0.123,-0.27,0.2,0.003,0.002,2343.0,1556.0,1.0,-17,1988
-0.028,0.123,-0.275,0.205,0.003,0.002,1873.0,1247.0,1.0,18,1989
-0.033,0.127,-0.299,0.202,0.003,0.004,1597.0,402.0,1.0,20,1951
-0.031,0.129,-0.272,0.219,0.004,0.002,1338.0,915.0,1.0,23,1968
-0.026,0.127,-0.282,0.212,0.002,0.002,2543.0,1804.0,1.0,25,1983
-0.033,0.129,-0.272,0.226,0.004,0.003,1208.0,927.0,1.0,28,1991
-0.033,0.123,-0.266,0.212,0.002,0.002,2919.0,3386.0,1.0,30,1987
-0.033,0.123,-0.267,0.21,0.002,0.002,2839.0,1903.0,1.0,33,1992
-0.031,0.126,-0.284,0.202,0.002,0.002,4034.0,4397.0,1.0,-22,2008
-0.03,0.125,-0.283,0.207,0.002,0.002,3090.0,2992.0,1.0,-38,1979
-0.031,0.128,-0.283,0.207,0.003,0.002,1921.0,1053.0,1.0,-33,2000
-0.033,0.126,-0.269,0.234,0.002,0.002,3359.0,2643.0,1.0,-28,1961
-0.037,0.127,-0.288,0.208,0.003,0.003,1650.0,647.0,1.0,-23,1975
-0.03,0.128,-0.3,0.208,0.002,0.002,3255.0,1543.0,1.0,36,1997
-0.032,0.124,-0.27,0.211,0.002,0.002,2504.0,1152.0,1.0,41,1889
-0.032,0.128,-0.269,0.223,0.003,0.002,2105.0,1255.0,1.0,35,1973
-0.031,0.129,-0.277,0.233,0.003,0.002,1715.0,856.0,1.0,40,1972
-0.033,0.132,-0.282,0.228,0.004,0.003,1308.0,1551.0,1.0,45,1976
-0.031,0.126,-0.269,0.227,0.003,0.002,2322.0,2738.0,1.0,-27,1970
-0.029,0.125,-0.272,0.214,0.002,0.002,3664.0,2323.0,1.0,81,1935
-0.034,0.127,-0.282,0.219,0.003,0.003,1928.0,1131.0,1.0,86,1950
-0.033,0.122,-0.264,0.204,0.002,0.002,3231.0,4018.0,1.0,91,1952
-0.03,0.126,-0.272,0.216,0.002,0.002,2885.0,1444.0,1.0,96,1965
-0.032,0.124,-0.271,0.212,0.002,0.002,4599.0,4279.0,1.0,101,2018
-0.031,0.125,-0.279,0.21,0.002,0.002,3617.0,3669.0,1.0,106,1971
-0.031,0.125,-0.271,0.21,0.002,0.002,4343.0,3751.0,1.0,111,1996
-0.027,0.128,-0.298,0.21,0.003,0.003,2524.0,1273.0,1.0,116,2011
-0.032,0.126,-0.272,0.216,0.003,0.002,2098.0,1408.0,1.0,121,1995
-0.03,0.129,-0.297,0.217,0.003,0.003,1837.0,1013.0,1.0,126,1967
-0.032,0.124,-0.266,0.215,0.003,0.002,2503.0,2182.0,1.0,131,2016
-0.03,0.128,-0.286,0.211,0.003,0.002,2450.0,2108.0,1.0,38,1982
-0.033,0.122,-0.256,0.219,0.002,0.002,4055.0,4030.0,1.0,43,1957
-0.028,0.124,-0.277,0.21,0.002,0.002,3018.0,2504.0,1.0,48,1999
-0.029,0.122,-0.262,0.221,0.002,0.002,4950.0,4775.0,1.0,50,2015
-0.028,0.125,-0.279,0.206,0.003,0.002,2093.0,2300.0,1.0,55,0
-0.027,0.122,-0.261,0.215,0.002,0.002,2727.0,2631.0,1.0,60,2004
-0.032,0.127,-0.279,0.213,0.003,0.002,1942.0,2542.0,1.0,65,1988
-0.032,0.125,-0.271,0.213,0.002,0.002,3624.0,4008.0,1.0,70,1989
-0.033,0.124,-0.275,0.208,0.002,0.002,3508.0,1946.0,1.0,75,1951
-0.028,0.125,-0.264,0.221,0.002,0.002,3794.0,2393.0,1.0,80,1968
-0.022,0.127,-0.268,0.227,0.004,0.003,987.0,388.0,1.01,85,1983
-0.028,0.126,-0.273,0.216,0.002,0.002,3305.0,2477.0,1.0,53,1991
-0.033,0.125,-0.279,0.211,0.002,0.002,2717.0,4991.0,1.0,58,1987
-0.035,0.124,-0.281,0.204,0.002,0.002,2967.0,2461.0,1.0,63,1992
-0.032,0.126,-0.28,0.207,0.002,0.002,2986.0,3152.0,1.0,68,2008
-0.032,0.129,-0.28,0.237,0.003,0.003,1828.0,1041.0,1.0,-48,1979
-0.032,0.124,-0.277,0.199,0.002,0.002,3364.0,2022.0,1.0,-43,2000
-0.033,0.127,-0.287,0.199,0.003,0.002,2370.0,2621.0,1.0,-26,1961
-0.031,0.122,-0.262,0.212,0.002,0.002,3440.0,3151.0,1.0,-41,1975
-0.03,0.125,-0.267,0.209,0.002,0.002,3707.0,3271.0,1.0,-36,1997
-0.03,0.124,-0.277,0.215,0.002,0.002,6779.0,4285.0,1.0,-31,1889
-0.032,0.124,-0.291,0.201,0.002,0.002,3696.0,1711.0,1.0,46,1973
-0.031,0.124,-0.293,0.197,0.003,0.003,1978.0,834.0,1.0,51,1972
-0.03,0.121,-0.269,0.202,0.002,0.002,4587.0,3995.0,1.0,-46,1976
-0.033,0.124,-0.279,0.199,0.002,0.002,3032.0,3826.0,1.0,-29,1970
-0.037,0.125,-0.284,0.201,0.003,0.002,2107.0,895.0,1.0,-24,1935
-0.034,0.123,-0.286,0.206,0.002,0.002,5328.0,4179.0,1.0,-19,1950
-0.032,0.124,-0.249,0.238,0.002,0.002,5079.0,4267.0,1.0,-14,1952
-0.03,0.124,-0.263,0.225,0.002,0.002,3155.0,2474.0,1.0,-9,1965
-0.029,0.126,-0.271,0.216,0.002,0.002,3040.0,3366.0,1.0,-4,2018
-0.029,0.13,-0.267,0.239,0.003,0.003,1965.0,1374.0,1.0,1,1971
-0.029,0.125,-0.271,0.215,0.002,0.002,3350.0,2611.0,1.0,6,1996
-0.034,0.123,-0.265,0.21,0.002,0.002,2505.0,4185.0,1.0,11,2011
-0.058,0.114,-0.282,0.16,0.003,0.002,1982.0,810.0,1.0,16,1995
-0.053,0.112,-0.269,0.166,0.002,0.001,3566.0,2209.0,1.0,21,1967
-0.035,0.12,-0.266,0.2,0.002,0.002,5622.0,3778.0,1.0,-45,2016
-0.028,0.123,-0.266,0.207,0.003,0.002,1918.0,851.0,1.0,-40,1982
-0.031,0.122,-0.266,0.215,0.002,0.002,2953.0,2343.0,1.0,-35,1957
-0.027,0.123,-0.258,0.216,0.003,0.002,1901.0,2400.0,1.0,-30,1999
-0.033,0.126,-0.282,0.208,0.003,0.002,2215.0,1616.0,1.0,-25,2015
-0.027,0.127,-0.28,0.219,0.003,0.002,1842.0,1349.0,1.0,-20,0
-0.029,0.123,-0.266,0.214,0.002,0.002,2886.0,4188.0,1.0,-15,2004
-0.029,0.127,-0.271,0.211,0.003,0.002,1588.0,994.0,1.0,-13,1988
0.053,0.124,-0.186,0.294,0.002,0.002,4047.0,4037.0,1.0,-12,1989
-0.029,0.128,-0.271,0.225,0.003,0.002,1966.0,1864.0,1.0,-11,1951
-0.03,0.125,-0.282,0.218,0.003,0.002,1691.0,542.0,1.0,-10,1968
-0.034,0.127,-0.284,0.221,0.004,0.004,1394.0,1022.0,1.01,-8,1983
0.044,0.126,-0.212,0.28,0.002,0.002,2850.0,2796.0,1.0,-7,1991
-0.027,0.125,-0.286,0.205,0.002,0.002,4258.0,4167.0,1.0,-6,1987
-0.031,0.124,-0.267,0.223,0.002,0.002,3796.0,2647.0,1.0,-5,1992
-0.037,0.122,-0.273,0.202,0.002,0.002,4021.0,3075.0,1.0,-3,2008
-0.041,0.109,-0.246,0.183,0.002,0.001,5064.0,3756.0,1.0,-2,1979
-0.031,0.126,-0.285,0.214,0.002,0.002,3407.0,1603.0,1.0,-1,2000
-0.029,0.126,-0.267,0.223,0.002,0.002,4978.0,3842.0,1.0,0,1961
-0.031,0.124,-0.273,0.213,0.002,0.002,3471.0,1445.0,1.0,2,1975
-0.081,0.113,-0.299,0.139,0.002,0.002,3130.0,3507.0,1.0,3,1997
-0.032,0.124,-0.274,0.215,0.002,0.002,4590.0,3990.0,1.0,4,1889
-0.032,0.124,-0.277,0.207,0.002,0.002,3869.0,3571.0,1.0,5,1973
-0.029,0.128,-0.271,0.226,0.002,0.002,2890.0,2706.0,1.0,-34,1972
-0.029,0.125,-0.28,0.222,0.003,0.002,1636.0,619.0,1.0,7,1976
-0.076,0.116,-0.297,0.157,0.002,0.001,3300.0,3001.0,1.0,8,1970
-0.032,0.119,-0.26,0.199,0.002,0.002,4590.0,4774.0,1.0,9,1935
-0.029,0.124,-0.264,0.22,0.002,0.002,3585.0,3851.0,1.0,10,1950
-0.032,0.126,-0.283,0.21,0.002,0.002,4794.0,3371.0,1.0,12,1952
0.017,0.117,-0.214,0.238,0.004,0.003,1097.0,477.0,1.0,13,1965
-0.09,0.117,-0.316,0.141,0.002,0.002,3609.0,3187.0,1.0,14,2018
-0.062,0.117,-0.29,0.173,0.002,0.002,3243.0,2257.0,1.0,15,1971
-0.031,0.121,-0.282,0.194,0.002,0.002,3129.0,2320.0,1.0,-18,1996
-0.073,0.118,-0.289,0.175,0.004,0.004,1154.0,496.0,1.0,17,2011
-0.056,0.114,-0.276,0.168,0.002,0.002,2886.0,1072.0,1.0,22,1995
-0.059,0.112,-0.281,0.161,0.002,0.002,2474.0,2760.0,1.0,27,1967
-0.005,0.113,-0.228,0.214,0.002,0.002,3394.0,2811.0,1.0,32,2016
-0.026,0.113,-0.257,0.184,0.003,0.002,1643.0,528.0,1.0,26,1982
-0.001,0.112,-0.23,0.207,0.002,0.002,4817.0,4146.0,1.0,31,1957
-0.076,0.114,-0.295,0.155,0.002,0.002,2512.0,960.0,1.0,19,1999
-0.049,0.108,-0.273,0.151,0.002,0.002,3021.0,1940.0,1.0,24,2015
-0.017,0.108,-0.234,0.194,0.001,0.001,5399.0,3572.0,1.0,29,0
-0.032,0.126,-0.285,0.206,0.002,0.002,3850.0,3876.0,1.0,34,2004
-0.032,0.122,-0.259,0.217,0.002,0.002,3941.0,3206.0,1.0,39,1988
-0.029,0.123,-0.265,0.225,0.002,0.002,5192.0,3779.0,1.01,44,1989
-0.034,0.128,-0.284,0.21,0.003,0.002,1620.0,1889.0,1.01,49,1951
-0.034,0.119,-0.256,0.211,0.002,0.002,3816.0,5188.0,1.0,54,1968
-0.032,0.127,-0.292,0.207,0.002,0.002,3323.0,2900.0,1.0,59,1983
-0.026,0.13,-0.272,0.245,0.004,0.003,969.0,279.0,1.0,64,1991
-0.031,0.121,-0.269,0.207,0.002,0.002,5409.0,4498.0,1.0,69,1987
-0.034,0.12,-0.27,0.205,0.001,0.002,7069.0,4481.0,1.0,37,1992
-0.028,0.123,-0.267,0.213,0.002,0.002,6423.0,3379.0,1.0,42,2008
-0.027,0.122,-0.26,0.216,0.002,0.002,3740.0,3650.0,1.0,47,1979
-0.032,0.121,-0.276,0.195,0.002,0.002,3246.0,3695.0,1.0,52,2000
-0.032,0.123,-0.28,0.209,0.002,0.002,6516.0,3552.0,1.0,-21,1961
-0.031,0.122,-0.267,0.203,0.002,0.002,4114.0,2957.0,1.0,-16,1975
0.044,0.13,-0.205,0.306,0.002,0.002,3069.0,3506.0,1.0,-17,1997
-0.084,0.114,-0.303,0.146,0.002,0.002,2873.0,2011.0,1.0,18,1889
-0.05,0.11,-0.261,0.166,0.001,0.001,5757.0,4650.0,1.0,20,1973
-0.056,0.115,-0.282,0.17,0.003,0.002,1344.0,1177.0,1.0,23,1972
-0.061,0.108,-0.266,0.149,0.002,0.001,3613.0,4597.0,1.0,25,1976
-0.081,0.116,-0.309,0.144,0.002,0.002,2908.0,3529.0,1.0,28,1970
0.005,0.115,-0.214,0.23,0.003,0.002,1082.0,690.0,1.0,30,1935
0.0,0.111,-0.212,0.22,0.002,0.002,4864.0,4624.0,1.0,33,1950
-0.03,0.122,-0.265,0.211,0.002,0.002,3914.0,3700.0,1.0,-22,1952
-0.033,0.123,-0.267,0.215,0.002,0.002,4907.0,4166.0,1.0,-38,1965
-0.029,0.127,-0.276,0.216,0.002,0.002,3352.0,3020.0,1.0,-33,2018
-0.032,0.126,-0.299,0.198,0.003,0.003,1564.0,829.0,1.0,-28,1971
-0.031,0.125,-0.27,0.216,0.002,0.002,3740.0,2751.0,1.0,-23,1996
-0.031,0.124,-0.269,0.213,0.002,0.002,4367.0,3703.0,1.0,36,2011
-0.033,0.126,-0.289,0.203,0.003,0.003,1893.0,513.0,1.0,41,1995
-0.037,0.129,-0.295,0.218,0.004,0.004,1159.0,515.0,1.0,35,1967
-0.031,0.126,-0.279,0.216,0.002,0.002,2715.0,2444.0,1.0,40,2016
-0.033,0.123,-0.256,0.221,0.002,0.002,3492.0,3708.0,1.0,45,1982
-0.03,0.128,-0.28,0.217,0.003,0.003,1404.0,881.0,1.0,-27,1957
-0.024,0.127,-0.283,0.215,0.003,0.002,2322.0,1710.0,1.0,81,1999
-0.033,0.125,-0.272,0.216,0.004,0.004,1206.0,521.0,1.0,86,2015
-0.031,0.126,-0.284,0.209,0.002,0.002,2889.0,1779.0,1.0,91,0
-0.028,0.123,-0.281,0.204,0.002,0.002,5512.0,4364.0,1.0,96,2004
-0.034,0.124,-0.273,0.214,0.002,0.002,4360.0,3453.0,1.0,101,1988
-0.034,0.126,-0.279,0.2,0.002,0.002,2697.0,1729.0,1.0,106,1989
-0.027,0.125,-0.273,0.221,0.003,0.002,2444.0,1632.0,1.0,111,1951
-0.028,0.126,-0.284,0.2,0.002,0.002,3482.0,3943.0,1.0,116,1968
-0.031,0.123,-0.262,0.212,0.002,0.002,5163.0,4003.0,1.0,121,1983
-0.03,0.12,-0.268,0.202,0.001,0.002,7286.0,4598.0,1.0,126,1991
-0.038,0.127,-0.282,0.204,0.003,0.003,1369.0,568.0,1.0,131,1987
-0.032,0.123,-0.283,0.208,0.002,0.002,3151.0,1305.0,1.0,38,1992
-0.033,0.126,-0.281,0.211,0.002,0.002,3715.0,2018.0,1.0,43,2008
-0.032,0.124,-0.258,0.222,0.002,0.002,2755.0,3766.0,1.0,48,1979
-0.029,0.124,-0.282,0.206,0.002,0.002,4209.0,3720.0,1.0,50,2000
-0.031,0.124,-0.265,0.223,0.003,0.002,2189.0,1493.0,1.0,55,1961
-0.033,0.126,-0.265,0.221,0.002,0.002,3825.0,4655.0,1.0,60,1975
-0.032,0.124,-0.284,0.197,0.002,0.002,4886.0,3142.0,1.0,65,1997
-0.031,0.123,-0.288,0.198,0.002,0.002,4171.0,2838.0,1.0,70,1889
-0.028,0.123,-0.262,0.219,0.002,0.002,2594.0,1963.0,1.0,75,1973
-0.034,0.12,-0.282,0.19,0.002,0.002,4637.0,4362.0,1.0,80,1972
-0.032,0.122,-0.257,0.219,0.002,0.002,5390.0,4538.0,1.0,85,1976
-0.033,0.127,-0.267,0.232,0.004,0.004,995.0,545.0,1.01,53,1970
-0.029,0.121,-0.277,0.2,0.001,0.002,6738.0,5280.0,1.0,58,1935
-0.03,0.121,-0.258,0.214,0.002,0.002,4939.0,3151.0,1.0,63,1950
-0.03,0.126,-0.291,0.198,0.002,0.002,4588.0,2920.0,1.0,68,1952
-0.033,0.121,-0.269,0.208,0.002,0.002,4980.0,3154.0,1.0,-48,1965
-0.032,0.122,-0.269,0.207,0.002,0.002,4935.0,4506.0,1.0,-43,2018
-0.03,0.126,-0.278,0.213,0.002,0.002,2830.0,2307.0,1.0,-26,1971
-0.031,0.123,-0.278,0.211,0.002,0.002,2770.0,1958.0,1.0,-41,1996
-0.033,0.128,-0.279,0.217,0.003,0.002,1938.0,2660.0,1.0,-36,2011
-0.029,0.128,-0.276,0.23,0.002,0.002,3014.0,1804.0,1.0,-31,1995
-0.031,0.123,-0.279,0.208,0.001,0.002,7666.0,3841.0,1.0,46,1967
-0.033,0.128,-0.281,0.213,0.002,0.002,3990.0,2662.0,1.0,51,2016
-0.038,0.13,-0.279,0.232,0.004,0.004,1135.0,549.0,1.0,-46,1982
-0.026,0.125,-0.289,0.202,0.002,0.002,4272.0,2633.0,1.0,-29,1957
-0.034,0.124,-0.267,0.221,0.002,0.002,4188.0,3476.0,1.0,-24,1999
-0.031,0.122,-0.273,0.205,0.002,0.002,3394.0,3057.0,1.0,-19,2015
-0.027,0.124,-0.272,0.205,0.002,0.002,2814.0,4935.0,1.0,-14,0
-0.032,0.126,-0.276,0.208,0.003,0.002,1783.0,1089.0,1.0,-9,2004
-0.031,0.125,-0.278,0.207,0.003,0.002,1661.0,1231.0,1.01,-4,1988
-0.031,0.122,-0.272,0.209,0.002,0.002,2638.0,1229.0,1.0,1,1989
-0.028,0.127,-0.276,0.223,0.002,0.002,2649.0,1050.0,1.01,6,1951
-0.194,0.047,-0.28,-0.09,0.002,0.001,953.0,845.0,1.02,11,1968
-0.083,0.039,-0.164,0.002,0.001,0.001,2613.0,1618.0,1.02,16,1983
-0.034,0.122,-0.27,0.212,0.002,0.002,3113.0,1621.0,1.0,21,1991
-0.028,0.127,-0.274,0.217,0.003,0.002,1566.0,1714.0,1.0,-45,1987
-0.035,0.124,-0.268,0.208,0.003,0.002,1990.0,3402.0,1.0,-40,1992
-0.034,0.125,-0.271,0.204,0.002,0.002,2625.0,1287.0,1.0,-35,2008
-0.03,0.124,-0.273,0.209,0.002,0.002,4155.0,4265.0,1.0,-30,1979
-0.03,0.128,-0.274,0.227,0.003,0.002,2697.0,511.0,1.0,-25,2000
-0.028,0.121,-0.255,0.22,0.002,0.002,6027.0,4607.0,1.0,-20,1961
-0.031,0.126,-0.271,0.223,0.002,0.002,4236.0,3178.0,1.0,-15,1975
-0.03,0.127,-0.293,0.203,0.002,0.002,3671.0,2330.0,1.0,-13,1997
-0.055,0.038,-0.132,0.028,0.001,0.001,2922.0,1402.0,1.02,-12,1889
-0.037,0.124,-0.282,0.201,0.002,0.002,2649.0,5044.0,1.0,-11,1973
-0.03,0.122,-0.261,0.214,0.002,0.002,4145.0,4127.0,1.0,-10,1972
-0.03,0.129,-0.276,0.222,0.003,0.002,1485.0,819.0,1.01,-8,1976
-0.075,0.041,-0.156,0.02,0.001,0.001,2514.0,1875.0,1.02,-7,1970
-0.034,0.123,-0.266,0.197,0.003,0.002,2434.0,3387.0,1.0,-6,1935
-0.029,0.126,-0.283,0.2,0.003,0.002,1673.0,2202.0,1.0,-5,1950
-0.04,0.128,-0.274,0.214,0.003,0.002,1944.0,1680.0,1.0,-3,1952
-0.096,0.042,-0.175,0.001,0.001,0.001,1107.0,700.0,1.02,-2,1965
-0.03,0.123,-0.283,0.197,0.002,0.002,4407.0,3819.0,1.0,-1,2018
-0.029,0.124,-0.265,0.223,0.002,0.002,3414.0,2515.0,1.0,0,1971
-0.029,0.124,-0.274,0.207,0.002,0.002,3410.0,4148.0,1.0,2,1996
-0.122,0.041,-0.194,-0.02,0.001,0.001,2442.0,1350.0,1.02,3,2011
-0.038,0.126,-0.284,0.202,0.003,0.003,1580.0,1188.0,1.0,4,1995
-0.034,0.126,-0.278,0.211,0.002,0.002,3535.0,2838.0,1.0,5,1967
-0.029,0.123,-0.27,0.212,0.002,0.002,3387.0,4188.0,1.0,-34,2016
-0.027,0.126,-0.278,0.211,0.002,0.002,2639.0,3012.0,1.0,7,1982
-0.121,0.041,-0.202,-0.028,0.001,0.001,2102.0,1990.0,1.02,8,1957
-0.089,0.039,-0.162,0.004,0.001,0.001,2421.0,1334.0,1.02,9,1999
-0.087,0.04,-0.169,0.002,0.001,0.001,2753.0,1592.0,1.02,10,2015
-0.191,0.046,-0.266,-0.083,0.002,0.001,892.0,885.0,1.02,12,0
-0.077,0.038,-0.156,0.007,0.001,0.0,3579.0,1813.0,1.03,13,2004
-0.079,0.038,-0.154,0.01,0.001,0.0,3843.0,2036.0,1.02,14,1988
-0.07,0.04,-0.152,0.02,0.001,0.001,2964.0,1392.0,1.02,15,1989
-0.031,0.123,-0.27,0.207,0.002,0.002,3534.0,3628.0,1.0,-18,1951
-0.072,0.041,-0.155,0.02,0.001,0.001,2978.0,853.0,1.03,17,1968
-0.033,0.134,-0.291,0.216,0.005,0.007,1032.0,370.0,1.0,22,1983
-0.033,0.127,-0.278,0.225,0.003,0.003,1835.0,999.0,1.0,27,1991
-0.03,0.121,-0.265,0.21,0.002,0.002,4561.0,3031.0,1.0,32,1987
-0.033,0.126,-0.272,0.218,0.002,0.002,3526.0,3087.0,1.0,26,1992
-0.032,0.124,-0.267,0.222,0.002,0.002,3399.0,3354.0,1.0,31,2008
