mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,time_since_treatment,bridge_year
-0.033,0.125,-0.271,0.217,0.002,0.002,2937.0,1447.0,1.0,131,1971
-0.028,0.128,-0.262,0.232,0.002,0.002,2884.0,1290.0,1.0,38,1996
-0.026,0.126,-0.282,0.201,0.002,0.002,3033.0,3309.0,1.0,43,2011
-0.032,0.127,-0.275,0.211,0.002,0.002,4752.0,2638.0,1.0,48,1995
-0.029,0.124,-0.277,0.209,0.002,0.002,4404.0,3152.0,1.0,50,1967
-0.03,0.125,-0.267,0.221,0.003,0.002,1755.0,2243.0,1.0,55,2016
-0.029,0.121,-0.276,0.194,0.002,0.002,4693.0,3929.0,1.0,60,1982
-0.034,0.124,-0.269,0.212,0.002,0.002,2619.0,1284.0,1.0,65,1957
-0.032,0.122,-0.283,0.199,0.002,0.002,4105.0,3938.0,1.0,70,1999
-0.034,0.129,-0.297,0.205,0.004,0.003,1257.0,1109.0,1.01,75,2015
-0.032,0.124,-0.271,0.211,0.002,0.002,2892.0,3255.0,1.0,80,0
-0.032,0.125,-0.273,0.211,0.002,0.002,3173.0,2745.0,1.0,85,2004
-0.033,0.129,-0.288,0.212,0.003,0.002,2570.0,2120.0,1.0,53,1988
-0.028,0.124,-0.267,0.209,0.003,0.002,1672.0,873.0,1.0,58,1989
-0.035,0.126,-0.287,0.21,0.003,0.003,1977.0,806.0,1.0,63,1951
-0.027,0.124,-0.281,0.201,0.002,0.002,2900.0,1199.0,1.0,68,1968
-0.032,0.128,-0.282,0.209,0.003,0.002,1931.0,3160.0,1.0,-48,1983
-0.031,0.124,-0.273,0.209,0.002,0.002,5838.0,4236.0,1.0,-43,1991
-0.029,0.123,-0.269,0.214,0.002,0.002,5826.0,4112.0,1.0,-26,1987
-0.035,0.123,-0.274,0.213,0.002,0.002,4594.0,3454.0,1.0,-41,1992
-0.03,0.121,-0.26,0.208,0.002,0.002,4625.0,5007.0,1.0,-36,2008
-0.029,0.125,-0.283,0.211,0.002,0.002,5309.0,3863.0,1.0,-31,1979
-0.029,0.127,-0.28,0.214,0.002,0.002,3644.0,1636.0,1.0,46,2000
-0.031,0.125,-0.278,0.214,0.002,0.002,3175.0,4096.0,1.0,51,1961
-0.026,0.125,-0.279,0.22,0.003,0.003,1373.0,466.0,1.0,-46,1975
-0.033,0.126,-0.291,0.217,0.002,0.002,3406.0,2818.0,1.0,-29,1997
-0.031,0.13,-0.288,0.217,0.003,0.002,1958.0,1131.0,1.0,-24,1889
-0.03,0.126,-0.273,0.216,0.002,0.002,3856.0,3500.0,1.0,-19,1973
-0.032,0.125,-0.286,0.208,0.002,0.002,3552.0,3960.0,1.0,-14,1972
-0.03,0.123,-0.273,0.211,0.002,0.002,3569.0,3271.0,1.0,-9,1976
-0.028,0.123,-0.277,0.196,0.002,0.002,3048.0,4407.0,1.0,-4,1970
-0.032,0.125,-0.263,0.221,0.002,0.002,3371.0,3950.0,1.0,1,1935
-0.028,0.016,-0.067,0.004,0.0,0.0,2140.0,1255.0,1.04,6,1950
0.036,0.015,-0.002,0.064,0.0,0.0,2886.0,1420.0,1.04,11,1952
0.076,0.015,0.045,0.112,0.0,0.0,4733.0,1568.0,1.05,16,1965
0.188,0.015,0.156,0.222,0.0,0.0,5492.0,1753.0,1.05,21,2018
-0.025,0.126,-0.274,0.214,0.003,0.002,2146.0,2426.0,1.0,-45,1971
-0.029,0.127,-0.273,0.228,0.002,0.002,3005.0,2600.0,1.0,-40,1996
-0.03,0.123,-0.266,0.215,0.002,0.002,3731.0,4376.0,1.0,-35,2011
-0.034,0.125,-0.274,0.209,0.003,0.002,2108.0,1567.0,1.0,-30,1995
-0.033,0.126,-0.278,0.218,0.002,0.002,2938.0,1350.0,1.0,-25,1967
-0.033,0.126,-0.274,0.212,0.003,0.002,2462.0,2943.0,1.0,-20,2016
-0.031,0.124,-0.267,0.223,0.002,0.002,3884.0,2950.0,1.0,-15,1982
-0.029,0.125,-0.264,0.228,0.003,0.002,2307.0,3329.0,1.0,-13,1957
-0.033,0.129,-0.293,0.224,0.004,0.004,1027.0,413.0,1.01,-12,1999
-0.091,0.015,-0.124,-0.058,0.0,0.0,4222.0,1134.0,1.06,-11,2015
-0.024,0.129,-0.259,0.264,0.004,0.003,962.0,372.0,1.01,-10,0
-0.03,0.121,-0.259,0.215,0.002,0.002,3728.0,4520.0,1.0,-8,2004
-0.036,0.129,-0.287,0.221,0.003,0.003,1746.0,547.0,1.01,-7,1988
-0.072,0.018,-0.115,-0.042,0.001,0.0,1454.0,1487.0,1.04,-6,1989
-0.033,0.126,-0.288,0.207,0.003,0.003,1780.0,554.0,1.0,-5,1951
-0.028,0.124,-0.257,0.224,0.002,0.002,2490.0,1101.0,1.0,-3,1968
-0.035,0.121,-0.266,0.202,0.002,0.002,4826.0,4683.0,1.0,-2,1983
-0.095,0.015,-0.125,-0.063,0.0,0.0,4012.0,1290.0,1.06,-1,1991
-0.031,0.119,-0.269,0.202,0.002,0.002,5689.0,4184.0,1.0,0,1987
-0.03,0.122,-0.265,0.203,0.002,0.002,3541.0,1406.0,1.0,2,1992
-0.035,0.124,-0.282,0.213,0.002,0.002,4199.0,3311.0,1.0,3,2008
-0.031,0.015,-0.067,-0.002,0.0,0.0,3156.0,1732.0,1.04,4,1979
-0.02,0.019,-0.064,0.014,0.001,0.001,1262.0,699.0,1.04,5,2000
-0.035,0.121,-0.264,0.212,0.002,0.002,4583.0,4409.0,1.0,-34,1961
-0.0,0.016,-0.038,0.03,0.0,0.0,3045.0,1459.0,1.03,7,1975
0.007,0.017,-0.033,0.037,0.0,0.0,2118.0,1045.0,1.04,8,1997
0.011,0.015,-0.023,0.041,0.0,0.0,3354.0,1369.0,1.05,9,1889
0.011,0.015,-0.025,0.04,0.0,0.0,3362.0,1653.0,1.05,10,1973
0.044,0.015,0.011,0.077,0.0,0.0,2141.0,1107.0,1.04,12,1972
0.032,0.014,-0.0,0.061,0.0,0.0,4975.0,1334.0,1.04,13,1976
0.009,0.015,-0.023,0.042,0.0,0.0,4550.0,1233.0,1.05,14,1970
0.059,0.016,0.026,0.092,0.0,0.0,3268.0,1812.0,1.05,15,1935
-0.032,0.123,-0.279,0.205,0.002,0.002,4396.0,3879.0,1.0,-18,1950
0.053,0.016,0.022,0.09,0.0,0.0,1388.0,611.0,1.04,17,1952
0.231,0.016,0.199,0.267,0.0,0.0,3617.0,1450.0,1.05,22,1965
-0.029,0.127,-0.275,0.233,0.004,0.003,1221.0,384.0,1.01,27,2018
-0.031,0.126,-0.272,0.224,0.002,0.002,3880.0,4187.0,1.0,32,1971
-0.03,0.123,-0.257,0.216,0.002,0.002,2615.0,534.0,1.01,26,1996
-0.029,0.124,-0.262,0.223,0.002,0.002,3649.0,3330.0,1.0,31,2011
0.087,0.017,0.057,0.128,0.0,0.0,1664.0,1142.0,1.04,19,1995
0.154,0.018,0.122,0.197,0.0,0.0,2929.0,1386.0,1.04,24,1967
-0.035,0.125,-0.281,0.208,0.002,0.002,3224.0,2861.0,1.0,29,2016
-0.032,0.125,-0.274,0.217,0.002,0.002,2543.0,1294.0,1.0,34,1982
-0.035,0.127,-0.304,0.199,0.003,0.003,1791.0,418.0,1.01,39,1957
-0.028,0.123,-0.257,0.232,0.002,0.002,5066.0,3939.0,1.0,44,1999
-0.034,0.127,-0.274,0.222,0.002,0.002,3027.0,1585.0,1.0,49,2015
-0.03,0.128,-0.286,0.216,0.003,0.002,2374.0,3761.0,1.0,54,0
-0.032,0.126,-0.276,0.213,0.003,0.002,1991.0,2289.0,1.0,59,2004
-0.027,0.125,-0.262,0.217,0.002,0.002,2686.0,2901.0,1.0,64,1988
-0.028,0.126,-0.282,0.214,0.002,0.002,4489.0,2934.0,1.0,69,1989
-0.031,0.126,-0.266,0.22,0.003,0.003,1843.0,1629.0,1.0,37,1951
-0.031,0.124,-0.275,0.204,0.002,0.002,3711.0,4597.0,1.0,42,1968
-0.029,0.123,-0.261,0.212,0.002,0.002,2578.0,660.0,1.0,47,1983
-0.03,0.124,-0.269,0.215,0.002,0.002,4942.0,3606.0,1.0,52,1991
-0.141,0.015,-0.176,-0.112,0.0,0.0,4620.0,1962.0,1.05,-21,1987
-0.138,0.015,-0.173,-0.108,0.0,0.0,4270.0,1318.0,1.06,-16,1992
-0.027,0.126,-0.271,0.218,0.002,0.002,3272.0,2148.0,1.0,-17,2008
0.09,0.016,0.062,0.127,0.0,0.0,3205.0,1231.0,1.05,18,1979
0.159,0.016,0.128,0.198,0.0,0.0,2450.0,1100.0,1.05,20,2000
0.233,0.017,0.2,0.272,0.0,0.0,2269.0,1270.0,1.06,23,1961
-0.036,0.126,-0.275,0.219,0.002,0.002,2525.0,3035.0,1.0,25,1975
-0.038,0.128,-0.292,0.213,0.003,0.003,1390.0,559.0,1.0,28,1997
-0.029,0.125,-0.279,0.203,0.003,0.003,1576.0,1017.0,1.0,30,1889
-0.026,0.128,-0.281,0.219,0.003,0.002,2412.0,1419.0,1.0,33,1973
-0.031,0.125,-0.28,0.206,0.002,0.002,4984.0,4388.0,1.0,-22,1972
-0.028,0.128,-0.275,0.231,0.004,0.005,1381.0,496.0,1.0,-38,1976
-0.028,0.124,-0.267,0.221,0.002,0.002,3520.0,2480.0,1.0,-33,1970
-0.032,0.121,-0.273,0.2,0.002,0.002,3800.0,2199.0,1.0,-28,1935
-0.032,0.125,-0.283,0.206,0.002,0.002,5190.0,3667.0,1.0,-23,1950
-0.03,0.122,-0.26,0.219,0.002,0.002,4933.0,2858.0,1.0,36,1952
-0.03,0.124,-0.262,0.222,0.002,0.002,5076.0,2966.0,1.0,41,1965
-0.032,0.127,-0.283,0.218,0.003,0.003,2450.0,1294.0,1.0,35,2018
-0.032,0.124,-0.277,0.202,0.003,0.002,2176.0,3587.0,1.0,40,1971
-0.026,0.124,-0.273,0.211,0.003,0.002,2457.0,2508.0,1.0,45,1996
-0.033,0.122,-0.281,0.201,0.002,0.002,3367.0,2541.0,1.0,-27,2011
-0.029,0.124,-0.271,0.214,0.002,0.002,3327.0,2423.0,1.0,81,1995
-0.031,0.121,-0.264,0.209,0.002,0.002,4648.0,3858.0,1.0,86,1967
-0.031,0.124,-0.263,0.218,0.002,0.002,3288.0,3174.0,1.0,91,2016
-0.033,0.128,-0.293,0.209,0.004,0.004,1332.0,419.0,1.0,96,1982
-0.032,0.124,-0.269,0.214,0.002,0.002,4766.0,4250.0,1.0,101,1957
-0.033,0.121,-0.266,0.203,0.002,0.002,3473.0,2662.0,1.0,106,1999
-0.032,0.122,-0.272,0.205,0.002,0.002,3841.0,3864.0,1.0,111,2015
-0.032,0.122,-0.272,0.214,0.002,0.002,3829.0,2332.0,1.0,116,0
-0.029,0.123,-0.262,0.221,0.002,0.002,4950.0,3455.0,1.0,121,2004
-0.03,0.125,-0.282,0.209,0.002,0.002,2567.0,2219.0,1.0,126,1988
-0.032,0.126,-0.279,0.219,0.002,0.002,3224.0,3759.0,1.0,131,1989
-0.028,0.122,-0.259,0.219,0.002,0.002,4137.0,2611.0,1.0,38,1951
-0.026,0.122,-0.27,0.203,0.002,0.002,3022.0,4130.0,1.0,43,1968
-0.026,0.126,-0.263,0.219,0.002,0.002,2655.0,1213.0,1.0,48,1983
-0.033,0.121,-0.275,0.199,0.002,0.002,3098.0,2954.0,1.0,50,1991
-0.033,0.123,-0.256,0.223,0.002,0.002,4073.0,3683.0,1.0,55,1987
-0.033,0.127,-0.279,0.218,0.002,0.002,2944.0,4237.0,1.0,60,1992
-0.034,0.127,-0.284,0.21,0.004,0.003,955.0,771.0,1.0,65,2008
-0.029,0.131,-0.285,0.214,0.005,0.006,867.0,312.0,1.01,70,1979
-0.029,0.126,-0.276,0.218,0.002,0.002,3085.0,2837.0,1.0,75,2000
-0.032,0.128,-0.285,0.207,0.003,0.002,1760.0,2078.0,1.0,80,1961
-0.032,0.124,-0.283,0.201,0.002,0.002,3954.0,2873.0,1.0,85,1975
-0.028,0.122,-0.257,0.221,0.003,0.002,2127.0,1210.0,1.0,53,1997
-0.031,0.129,-0.292,0.22,0.003,0.002,1969.0,989.0,1.0,58,1889
-0.033,0.126,-0.271,0.217,0.002,0.002,2922.0,2036.0,1.01,63,1973
-0.03,0.125,-0.268,0.223,0.002,0.002,4976.0,2610.0,1.0,68,1972
-0.027,0.121,-0.259,0.219,0.002,0.002,4338.0,4944.0,1.0,-48,1976
-0.025,0.125,-0.27,0.215,0.002,0.002,2923.0,3245.0,1.01,-43,1970
-0.304,0.017,-0.341,-0.267,0.0,0.0,2097.0,964.0,1.05,-26,1935
-0.03,0.127,-0.272,0.214,0.002,0.002,3229.0,2584.0,1.0,-41,1950
-0.031,0.125,-0.269,0.218,0.002,0.002,3479.0,3804.0,1.0,-36,1952
-0.027,0.121,-0.254,0.223,0.002,0.002,3324.0,1925.0,1.0,-31,1965
-0.025,0.123,-0.269,0.218,0.002,0.002,4605.0,3670.0,1.0,46,2018
-0.034,0.125,-0.291,0.204,0.002,0.002,3223.0,2130.0,1.0,51,1971
-0.033,0.125,-0.275,0.217,0.003,0.003,1992.0,1288.0,1.0,-46,1996
-0.034,0.128,-0.277,0.207,0.003,0.003,2325.0,1354.0,1.0,-29,2011
-0.032,0.124,-0.265,0.231,0.002,0.002,3206.0,1744.0,1.0,-24,1995
-0.027,0.125,-0.258,0.239,0.003,0.002,2464.0,1176.0,1.0,-19,1967
-0.034,0.125,-0.275,0.216,0.002,0.002,2891.0,2773.0,1.0,-14,2016
-0.005,0.072,-0.159,0.131,0.001,0.001,2722.0,3945.0,1.0,-9,1982
0.023,0.076,-0.142,0.164,0.002,0.001,1955.0,2405.0,1.0,-4,1957
0.067,0.077,-0.096,0.207,0.002,0.001,1832.0,2993.0,1.0,1,1999
0.109,0.088,-0.084,0.256,0.003,0.002,920.0,615.0,1.0,6,2015
-0.031,0.128,-0.261,0.234,0.004,0.003,1098.0,710.0,1.0,11,0
-0.03,0.128,-0.278,0.221,0.003,0.002,2336.0,1051.0,1.0,16,2004
-0.032,0.123,-0.276,0.206,0.002,0.002,4256.0,3480.0,1.0,21,1988
-0.034,0.123,-0.262,0.216,0.002,0.002,3459.0,3350.0,1.0,-45,1989
-0.03,0.122,-0.271,0.206,0.002,0.002,4575.0,4610.0,1.0,-40,1951
-0.026,0.126,-0.266,0.216,0.002,0.002,3538.0,3939.0,1.0,-35,1968
-0.028,0.126,-0.278,0.213,0.003,0.003,1731.0,1116.0,1.0,-30,1983
-0.035,0.123,-0.274,0.208,0.002,0.002,4678.0,4571.0,1.0,-25,1991
-0.025,0.122,-0.262,0.202,0.002,0.002,2460.0,2345.0,1.0,-20,1987
-0.029,0.123,-0.271,0.212,0.002,0.002,5086.0,4086.0,1.0,-15,1992
-0.034,0.122,-0.26,0.217,0.002,0.002,3799.0,4957.0,1.0,-13,2008
-0.032,0.126,-0.279,0.206,0.002,0.002,5758.0,3981.0,1.0,-12,1979
-0.022,0.07,-0.162,0.117,0.001,0.001,2467.0,1221.0,1.01,-11,2000
-0.01,0.073,-0.167,0.128,0.001,0.001,2750.0,1412.0,1.0,-10,1961
-0.004,0.069,-0.155,0.132,0.001,0.001,2994.0,3471.0,1.0,-8,1975
-0.009,0.07,-0.147,0.136,0.001,0.001,3989.0,1299.0,1.0,-7,1997
-0.001,0.07,-0.153,0.132,0.001,0.001,3957.0,3424.0,1.0,-6,1889
0.009,0.072,-0.149,0.144,0.001,0.001,2593.0,2098.0,1.0,-5,1973
0.031,0.077,-0.137,0.172,0.003,0.003,759.0,482.0,1.0,-3,1972
0.038,0.073,-0.115,0.178,0.001,0.001,3395.0,3555.0,1.01,-2,1976
0.022,0.073,-0.138,0.16,0.001,0.001,2518.0,3130.0,1.0,-1,1970
0.05,0.075,-0.115,0.187,0.002,0.001,1621.0,2171.0,1.0,0,1935
0.058,0.078,-0.104,0.2,0.002,0.001,1670.0,3220.0,1.0,2,1950
0.078,0.082,-0.108,0.22,0.003,0.002,745.0,578.0,1.01,3,1952
0.064,0.077,-0.089,0.212,0.002,0.001,1867.0,3630.0,1.0,4,1965
0.1,0.085,-0.061,0.272,0.003,0.002,732.0,445.0,1.01,5,2018
-0.031,0.124,-0.288,0.205,0.002,0.002,4519.0,3345.0,1.0,-34,1971
0.129,0.092,-0.072,0.274,0.003,0.002,960.0,2982.0,1.0,7,1996
0.145,0.095,-0.052,0.295,0.003,0.002,943.0,2756.0,1.01,8,2011
0.1,0.083,-0.079,0.242,0.002,0.002,1135.0,2603.0,1.0,9,1995
-0.03,0.126,-0.277,0.218,0.003,0.003,1976.0,972.0,1.0,10,1967
-0.03,0.124,-0.279,0.212,0.002,0.002,4414.0,2448.0,1.0,12,2016
-0.033,0.125,-0.277,0.212,0.002,0.002,2816.0,3389.0,1.0,13,1982
-0.028,0.124,-0.262,0.224,0.002,0.002,2485.0,3162.0,1.0,14,1957
-0.028,0.122,-0.263,0.204,0.003,0.002,2056.0,1193.0,1.0,15,1999
-0.033,0.127,-0.269,0.224,0.002,0.002,3350.0,4139.0,1.0,-18,2015
-0.032,0.128,-0.284,0.218,0.002,0.002,2935.0,2191.0,1.01,17,0
-0.03,0.122,-0.261,0.213,0.002,0.002,3294.0,2033.0,1.0,22,2004
-0.03,0.126,-0.302,0.2,0.002,0.002,4835.0,3118.0,1.0,27,1988
-0.03,0.124,-0.266,0.214,0.002,0.002,4273.0,4622.0,1.0,32,1989
-0.026,0.125,-0.283,0.202,0.003,0.002,2295.0,2865.0,1.0,26,1951
-0.033,0.119,-0.277,0.195,0.002,0.002,3729.0,3988.0,1.0,31,1968
-0.034,0.125,-0.289,0.207,0.002,0.002,3300.0,3613.0,1.0,19,1983
-0.035,0.125,-0.267,0.208,0.002,0.002,2570.0,3900.0,1.0,24,1991
-0.031,0.128,-0.294,0.207,0.003,0.003,1707.0,768.0,1.0,29,1987
-0.031,0.126,-0.28,0.216,0.002,0.002,3099.0,2015.0,1.0,34,1992
-0.029,0.125,-0.249,0.239,0.003,0.002,2110.0,1333.0,1.0,39,2008
-0.033,0.125,-0.285,0.205,0.002,0.002,2996.0,3130.0,1.0,44,1979
-0.03,0.126,-0.27,0.218,0.002,0.002,3736.0,3709.0,1.0,49,2000
-0.029,0.127,-0.265,0.234,0.003,0.002,2341.0,1284.0,1.0,54,1961
-0.032,0.123,-0.268,0.215,0.002,0.002,4369.0,2890.0,1.0,59,1975
-0.029,0.124,-0.255,0.233,0.003,0.002,2037.0,1259.0,1.0,64,1997
-0.035,0.127,-0.288,0.199,0.003,0.002,1792.0,916.0,1.0,69,1889
-0.036,0.126,-0.275,0.213,0.003,0.002,2313.0,3112.0,1.0,37,1973
-0.035,0.125,-0.29,0.199,0.003,0.002,2333.0,3982.0,1.0,42,1972
-0.029,0.127,-0.275,0.213,0.002,0.002,3341.0,3862.0,1.0,47,1976
-0.03,0.123,-0.275,0.202,0.002,0.002,5252.0,2722.0,1.0,52,1970
-0.083,0.072,-0.221,0.066,0.001,0.001,3208.0,3234.0,1.0,-21,1935
-0.067,0.071,-0.211,0.084,0.001,0.001,2579.0,2474.0,1.0,-16,1950
-0.032,0.122,-0.279,0.198,0.002,0.002,4610.0,3274.0,1.0,-17,1952
-0.029,0.121,-0.261,0.214,0.002,0.002,5753.0,3514.0,1.0,18,1965
-0.032,0.124,-0.261,0.226,0.002,0.002,3777.0,3306.0,1.0,20,2018
-0.035,0.125,-0.27,0.219,0.003,0.002,2317.0,4395.0,1.0,23,1971
-0.034,0.127,-0.282,0.212,0.004,0.005,1014.0,564.0,1.0,25,1996
-0.032,0.121,-0.274,0.2,0.002,0.002,4232.0,4043.0,1.0,28,2011
-0.028,0.124,-0.268,0.206,0.002,0.002,2818.0,4243.0,1.0,30,1995
-0.034,0.126,-0.285,0.201,0.002,0.002,2803.0,2311.0,1.0,33,1967
-0.029,0.122,-0.265,0.211,0.002,0.002,3524.0,3863.0,1.0,-22,2016
-0.031,0.123,-0.277,0.198,0.002,0.002,2855.0,3939.0,1.0,-38,1982
-0.033,0.124,-0.275,0.21,0.003,0.002,2333.0,1821.0,1.0,-33,1957
-0.03,0.124,-0.28,0.212,0.002,0.002,4790.0,3895.0,1.0,-28,1999
-0.028,0.124,-0.269,0.212,0.002,0.002,3597.0,4094.0,1.0,-23,2015
-0.033,0.127,-0.265,0.246,0.004,0.003,1270.0,490.0,1.0,36,0
-0.027,0.127,-0.279,0.218,0.003,0.002,2520.0,2972.0,1.0,41,2004
-0.029,0.122,-0.264,0.214,0.002,0.002,2757.0,3351.0,1.0,35,1988
-0.033,0.126,-0.282,0.214,0.002,0.002,3329.0,3447.0,1.0,40,1989
-0.03,0.123,-0.274,0.207,0.002,0.002,3124.0,2850.0,1.0,45,1951
-0.028,0.123,-0.281,0.203,0.002,0.002,3816.0,3242.0,1.0,-27,1968
-0.029,0.126,-0.265,0.23,0.003,0.002,2229.0,870.0,1.0,81,1983
-0.032,0.126,-0.285,0.206,0.002,0.002,2937.0,4444.0,1.0,86,1991
-0.032,0.125,-0.279,0.21,0.002,0.002,5453.0,3694.0,1.0,91,1987
-0.028,0.131,-0.281,0.237,0.004,0.003,1276.0,1016.0,1.0,96,1992
-0.027,0.126,-0.289,0.207,0.002,0.002,3806.0,4358.0,1.0,101,2008
-0.031,0.128,-0.283,0.213,0.003,0.003,2465.0,1340.0,1.0,106,1979
-0.034,0.125,-0.276,0.215,0.002,0.002,4224.0,4832.0,1.0,111,2000
-0.029,0.124,-0.28,0.209,0.002,0.002,4502.0,2803.0,1.0,116,1961
-0.031,0.123,-0.27,0.209,0.001,0.002,7478.0,4597.0,1.0,121,1975
-0.029,0.129,-0.286,0.223,0.003,0.002,2013.0,870.0,1.0,126,1997
-0.031,0.127,-0.284,0.224,0.002,0.002,2735.0,2176.0,1.0,131,1889
-0.033,0.122,-0.273,0.203,0.002,0.002,3391.0,3855.0,1.0,38,1973
-0.027,0.124,-0.281,0.2,0.003,0.002,2287.0,2223.0,1.0,43,1972
-0.025,0.128,-0.282,0.214,0.003,0.002,2079.0,2215.0,1.0,48,1976
-0.032,0.13,-0.307,0.204,0.004,0.004,1167.0,554.0,1.0,50,1970
-0.032,0.123,-0.272,0.216,0.002,0.002,3914.0,2734.0,1.0,55,1935
-0.032,0.123,-0.267,0.207,0.002,0.002,2535.0,4233.0,1.0,60,1950
-0.033,0.122,-0.265,0.21,0.002,0.002,3486.0,3505.0,1.0,65,1952
-0.036,0.124,-0.285,0.199,0.002,0.002,2944.0,2909.0,1.0,70,1965
-0.031,0.126,-0.272,0.229,0.002,0.003,3002.0,1256.0,1.0,75,2018
-0.03,0.129,-0.276,0.227,0.003,0.002,1681.0,1792.0,1.0,80,1971
-0.03,0.126,-0.282,0.216,0.003,0.003,1585.0,574.0,1.0,85,1996
-0.029,0.122,-0.27,0.201,0.002,0.002,5916.0,5048.0,1.0,53,2011
-0.031,0.124,-0.273,0.215,0.002,0.002,5901.0,3950.0,1.0,58,1995
-0.027,0.124,-0.26,0.231,0.003,0.002,2148.0,997.0,1.0,63,1967
-0.033,0.124,-0.276,0.214,0.002,0.002,3949.0,1925.0,1.0,68,2016
-0.028,0.125,-0.277,0.206,0.002,0.002,2904.0,4513.0,1.0,-48,1982
-0.03,0.122,-0.279,0.194,0.002,0.002,4072.0,4772.0,1.0,-43,1957
-0.075,0.073,-0.22,0.076,0.001,0.001,2818.0,1710.0,1.0,-26,1999
-0.286,0.139,-0.517,-0.035,0.006,0.006,405.0,613.0,1.01,-41,2015
-0.188,0.088,-0.335,-0.006,0.002,0.002,1238.0,3864.0,1.0,-36,0
-0.127,0.077,-0.264,0.037,0.002,0.001,1516.0,2826.0,1.0,-31,2004
-0.029,0.133,-0.307,0.224,0.005,0.003,907.0,430.0,1.01,46,1988
-0.027,0.125,-0.288,0.204,0.002,0.002,3991.0,3192.0,1.0,51,1989
-0.029,0.125,-0.271,0.226,0.002,0.002,4705.0,3836.0,1.0,-46,1951
-0.03,0.122,-0.274,0.211,0.003,0.002,2128.0,957.0,1.0,-29,1968
-0.029,0.125,-0.285,0.203,0.002,0.002,2558.0,1577.0,1.0,-24,1983
-0.029,0.123,-0.253,0.241,0.002,0.002,6062.0,3221.0,1.0,-19,1991
-0.031,0.127,-0.291,0.212,0.003,0.002,2549.0,1040.0,1.0,-14,1987
-0.031,0.125,-0.279,0.213,0.002,0.002,4773.0,3671.0,1.0,-9,1992
-0.03,0.124,-0.286,0.203,0.002,0.002,3902.0,3945.0,1.0,-4,2008
-0.032,0.124,-0.267,0.209,0.002,0.002,3221.0,2874.0,1.0,1,1979
-0.057,0.063,-0.185,0.082,0.001,0.001,4365.0,2505.0,1.01,6,2000
-0.119,0.065,-0.236,0.027,0.001,0.001,2795.0,2950.0,1.0,11,1961
-0.029,0.125,-0.282,0.199,0.002,0.002,2523.0,1498.0,1.0,16,1975
-0.026,0.128,-0.272,0.231,0.004,0.003,1233.0,485.0,1.0,21,1997
-0.032,0.129,-0.272,0.24,0.003,0.003,1830.0,772.0,1.0,-45,1889
-0.029,0.126,-0.273,0.207,0.002,0.002,3434.0,3882.0,1.0,-40,1973
-0.03,0.122,-0.272,0.213,0.002,0.002,6358.0,4383.0,1.0,-35,1972
-0.029,0.122,-0.261,0.213,0.002,0.002,3610.0,3233.0,1.0,-30,1976
-0.039,0.059,-0.158,0.097,0.001,0.001,5939.0,2286.0,1.01,-25,1970
-0.024,0.063,-0.154,0.111,0.001,0.001,3969.0,2447.0,1.01,-20,1935
-0.035,0.061,-0.166,0.101,0.001,0.001,5929.0,2072.0,1.02,-15,1950
-0.031,0.127,-0.292,0.207,0.002,0.002,3088.0,3498.0,1.0,-13,1952
-0.034,0.128,-0.295,0.205,0.003,0.002,1863.0,883.0,1.0,-12,1965
-0.023,0.122,-0.267,0.208,0.002,0.002,3746.0,4143.0,1.0,-11,2018
-0.048,0.06,-0.18,0.075,0.001,0.001,7039.0,3557.0,1.01,-10,1971
-0.029,0.127,-0.288,0.213,0.002,0.002,2632.0,1014.0,1.0,-8,1996
-0.029,0.124,-0.276,0.214,0.002,0.002,6260.0,5229.0,1.0,-7,2011
-0.033,0.127,-0.285,0.212,0.002,0.002,3205.0,3944.0,1.0,-6,1995
-0.038,0.062,-0.163,0.094,0.001,0.001,4087.0,2518.0,1.01,-5,1967
-0.033,0.126,-0.276,0.216,0.002,0.002,3703.0,4698.0,1.0,-3,2016
-0.031,0.123,-0.271,0.212,0.001,0.002,6853.0,4339.0,1.0,-2,1982
-0.03,0.123,-0.26,0.219,0.002,0.002,2914.0,1863.0,1.0,-1,1957
0.009,0.063,-0.13,0.137,0.001,0.001,4712.0,2947.0,1.01,0,1999
-0.028,0.129,-0.282,0.216,0.003,0.002,2570.0,2422.0,1.01,2,2015
-0.031,0.125,-0.264,0.228,0.002,0.002,3285.0,2422.0,1.0,3,0
-0.028,0.124,-0.274,0.208,0.003,0.002,2038.0,1251.0,1.0,4,2004
-0.002,0.061,-0.141,0.116,0.001,0.001,5602.0,2994.0,1.01,5,1988
-0.03,0.121,-0.27,0.204,0.002,0.002,5579.0,3106.0,1.0,-34,1989
-0.05,0.061,-0.176,0.082,0.001,0.001,5895.0,3507.0,1.01,7,1951
-0.043,0.061,-0.18,0.081,0.001,0.001,3333.0,1940.0,1.01,8,1968
-0.076,0.061,-0.196,0.058,0.001,0.001,5312.0,2869.0,1.01,9,1983
-0.089,0.063,-0.211,0.051,0.001,0.001,4150.0,3661.0,1.0,10,1991
-0.13,0.069,-0.258,0.026,0.002,0.001,1929.0,2463.0,1.0,12,1987
-0.139,0.069,-0.269,0.01,0.002,0.002,1288.0,2825.0,1.0,13,1992
-0.119,0.067,-0.244,0.037,0.001,0.001,2298.0,2076.0,1.0,14,2008
